"I love this app, BUT it's been freezing/crashing lately. I even uninstalled/reinstalled it, but it still has the same issue(s). I just did a factory reset to my Chromebook, and I'm STILL dealing with the same thing (and it's only with this app)! *angry emoji* All that to say this: that's why I rated it the way I did."
I like this App
Very good
Baaaaaaad as hell
I have opened but it is not opening and I have I have written so many times but it is not opening so I don't know what to do.
The new update lags too much. I can't watch it on my phone nor TV.
Waste app
5 STARS always happy....EDIT=WHEN CAN I GO ON NETFLIX AND READ THE DESCRIPTION OF THE MOVIE/TV SHOW WITHOUT IT JUMPIN RIGHT TO THE MOVIE....I CHANGED THAT OPTION IN SETTINGS....CHANGE THIS PLEASE....😵
"Eh! I got this just because verizon provided a promotion, but i do not see what the big deal is the shows are movies are not great. I much prefer to pay for HULU, amazon prime....or any others."
"Well , I was actually excited watching new episodes of MHA but after seeing the seasons .. I realised there was season 1,5,6 only? Where is the other season?? I'm really annoyed right now."
Vibesious💤
So sh!ty
Great
Best selection of shows
I can not download it
Great
I'm really loved it platform
Failed
I love the Netflix.
I love Netflix.....
Keeps crashing on my tab
Started their BS password sharing crack down. Goodbye Netflix.
No updated movie showing 1 year past show Netflix pls updated movie show
My app is not working
Typical
Very nice
Not loading season 3 of i think you should leave.
"I don't know why I'm unable to watch videos on Netflix, when I'm about to open any video it shows there is a problem playing the video ,please try again .reason i Don't know"
Why is it i live in the USA and I have to read most of the movies.and series. Need more shows and movies in the USA. I may drop Netflix before long.
Cleopatra is not dark-skinned
Make it Free Like YouTube
Terbaik
Cutiya aap na toh isme anime Hindi me hai or ek bhi achi movie ya series nhi hai salo ne 150rupey ka subscribtion to le liya per ek dhanki movie ya series nhi hai 😠😠😡😡😡😠😠😤😤😤
Life Must Be easy When you have a subscription of Netflix
"Household? HOUSEHOLD?! You are on a slippery slope, sliding down & picking up speed. You changed your UI, you force advertisements of your terrible shows that would NOT fit my algorithm, & now you want us to set a ""household"". No, I don't think so."
Its showing cant connect without data i use wifi 😭😭 give my 800 bucks back
It's the best app for movies on road trips and such things like that!
Great
just wonderful
Not account Play
"I love Netflix, though they could do live streem TV too."
Wish I could give it zero stars. Netflix has been going down hill for a long time but now they've just lost it. There are so many other streaming services that I can use that are 100% better. Bye bye Netflix 👋 😘
Super important excellent very very super wonderful
Tujhgdd2
"Some other movies,animes are outdated"
This is so good for watching vidos
Awesome
I love the movies and I love how some of the movies have a little plot twist and I love the family movies it's a great app ❤️
I wish I could give it 0
Amazing platform
Priced out of reach
I guess it's time to send my Netflix sub to the subscription graveyard. Farewell old friend. You're not worth 50% more than you were a month ago.
Can u please translate audio in to filipino languages. Too expensive but there is no filipino langauge
So far so good
Not a friendly nature
Why is the design become like this? I missed the old design. New design makes my phone becomes lagging. 😔 😔 🫤 🫡 🫡
On the OnePlus smartphone it has low resolution stream even if the WiFi is fast why am I watching a 4K movie on a big screen phone with 720p ?
"Password crackdown connects your account to your IP/wifi. So, it was recognized as not being the correct location when we streamed in our car tv via our phone hotspot. Pay for 2 streaming screens. I should be able to watch 2 screens wherever"
Wow I love Netflix
New Wi-Fi systems terrible and makes no sense. I pay for a family account your family should be able to use it. We already pay to have a number of screens
Duidiskeje
"I travel for work and mostly use a hotspot. Having to cancel because it's almost useless to me now. I also shared this with my grandmother who is inept when it comes to streaming services. It was hard enough to get her to break away from cable and now she will probably go back. I get wanting to limit account sharing, but you should be allowed to at least share with one person outside your household for no upcharge. Are the CEOs of Netflix really struggling not bad? Only one plane this year?"
Good app
I just love this app it so fast
Very nice app to watch movie.
unlimited movies and series on Netflix
Not yet!
So you're telling me I have to pay extra if I want to watch my account on my phone while I'm on the go???? I'll pass on that. Why would I sit at home on my couch with phone connected to wifi doesn't that defeat the purpose of being mobile.
"Historical facts and people curved so to be politically correct. One day there will be black Lincoln. Bye Netflix, cancelling due lack of respect."
Leern
I don't know let's try app 💁
Bad
That's grateful app
Dear Netflix I will support your cause because you gave Dave Chepppelle his moeny back. Not because I like him but because it was the right thing to do. Good job poeple
I can't even let my elderly mother use my Netflix now thanks
"No way to see entire library easily. No way to remove movies from your list, without having to go to their info and selecting list. Why not a more elegant design. Like allowing multiple selection of movies on your list."
Cannot download anymore.
"Removing after many years. I used to love Netflix, but your new rule made me cancel my subscription after 8 years."
Awesome I like Netflix really good than others nowadays best of luck for the makers and all team members of Netflix.
"Naruto shippuuden Doesn't exist in netflix Bangladesh server,"
Good app 😈
I could say many things. But I will not. I would not be using their services. Hulu is MUCH better.
Bad asf
Not working on my phone getting code
Nothing like FREE NETFLIX tried to log in a million times And directed to pay via credit card.. I'm totally disappointed.
Installed your new update on andriod ... App crashes every time I open app. I Also just paid for renewal membership too. So what a waste of $17 as I can't use app on phone. How surprising the app suddenly crashes 🤔 no one at netflix cares remotely about their customers.
"Had Netflix since it was available in my country, about 5 years now. Content has gotten worse over time ( not entirely netflix issue, but the whole streaming industry ). Now you shot yourself in the foot with this password sharing ban. What happened to ""sharing is caring"" ? Well done, canceled the subscription, not coming back."
"This app is very nice, and shows lots of interesting movie the problem is I don't know if it's my Netflix but I can't find the funny scenes option."
Shame on Netflix.
Great selections
Excellent
Cause I like it ok
It has all of my favorite movies and shows and ugly dolls was the best one I watched
The dirtiest app in the world!
Excellent
Hbooyecnkm
Tamil language full serial Hindi to Tamil dubbing super request
Good
WHERE IS MOVIE...
Khub valo
Nice one you can watch new things an enjoyable every time or hour
"THEY SHOULD LET IS WATCH WHATEVER WE WANT. NOT EVERY MOVIE OR TV SHOW COMES OUT HERE. EVERY MOVIE OR TV SHOW MADE SHOULD BE AVAILABLE ON HERE ESPECIALLY AFTER PAYING FOR THIS APP & SHOULD NEVER BE TAKEN OFF. IT'S A GREAT APP TO WATCH MOVIES, JUST NEEDS UPGRADING."
Good luck with everything
Greedy
Very nice apppp
Total sucks
No latest movies. All are boring. Need latest movies 2023. Specially hindi movie. 😡
"Everytime you leave the app, even for a few seconds, you lose progress of where you were and the movie/show starts over or goes back 30-45 minutes. Every other streaming service have figured it out except Netflix"
Please accept the payment through rupay debitcard... Our banks doesn't issue mastercard debit card now
Good and no ads😊
I am visually impaired person and I cannot afford Netflix premium so I want to request Netflix should free for visually impaired persons thank you
Very easy to follow.
None of the videos are playing....very sad netflix.
Netflix is getting a 1 star. Ive been using this app since 2009 for $7.99&8.99 and then all of a sudden its $15.99?! I was not paying that for netflix as im on a fixed income with kids. They have locks on shows and movies that are already saved to my list 😯 I'm not paying for nothing I can watch free on my firestick . Everything on Netflix is on my firestick for FREE 💯🥰
Installation issue and also updateing it's new version
Aok
LET ME DELETE THE APP I DON'T WANR YOUR STUPID BLOATWHERE
Faltu
love netflix
It's amazing 💗❤️
Thinking to unsubscribe. Most of the series are on other language that we can't understand and it's really useless. Rather we enjoy watching or keep reading caption.
While I'm using Netflix its suddenly stop working still now app doesn't work
good app for your favourite film download i love it
Would be 5 stars but took 2 stars away due to download speed of movies. I can download 5 movies on other platforms for the 1 movie I can download on Netflix.
Good
Keep increasing money and it will be a goodbye after 12 years. Enough is enough
cannot change download location galaxy tab a8 please fix your app geez ita annoying
Very good
He not downloading In my mobile 💔😭😭😭
not many good shows anymore(except for breaking bad ❤️❤️) and also expensive and also can only have like 2 devices
canceled my subscription!! you should cancel yours too! nothing on here is worth paying for and they have made it where only you can watch it at your own house!!! F YOU NETFLIX!!! For those who don't know MAX is amazing and it has everything that Netflix has and much much more!!
Continuously showing your account on hold..even after updating payment option multiple times.. Netflix sending messages to pay for bigger pack.
Best movie app
idk why it keeps freezing
superb
No sharing huh
Good
"Not worth watching now cause they always put movies that are in chinese, french and other languages now, at least translate the sound to english, who wants to watch it with french and read so many times it's distracting, thats why I don't pay for it, I can watch my movies free somewhere else, I can still watch half of these movies but before I use to like it until french movies got in. Only thing that is good is the movie picks are great and the organization but too much french films to me."
"Bakwas india me apna products lunch Kiya pr jitni bhi web series yaa movie dekhne layak ho wo sabhi naa to hindi me hai or naa hi sub tital tk aate hai ab kisi ko korean ,mandrin , italian , .... Or bahut si language hai jo naa aati ho to paisa West hai kyonki aap dekhoge to kuch samjh hi nhi aayega"
The household ruling of netflix sux. and the only ones using a family acct. is my Fiancé so how are we supposed to share the app in which we are paying both. this is a complete L on Netflix.
Busted app
I honestly just love this app it's simple and easy to use.
⁹⁹9⁹⁹⁹99⁹⁹⁹⁹⁹⁹⁹⁹⁹⁹9⁹
Not use this app
"#What ""can I say"" ? #AMAZON #Prime is my choice?...."
Can you please add naruto shupdin and attack on titans please🙏🙏🙏🙏🙏🙏🙏
"Great way to be military friendly. Bend someone over and screw them for every dime because the are not ""within the house hold"" blow it out your corporate pie whole you greedy bastards."
Ok
Discriminates against military families with their new password policy. Now military has to pay for and cancel two accounts each time their spouse deploys or comes come. It's a joke. Their a joke.
"Overall statement is that this company is selfish and doesnt listen to what their consumers want. Its like you do the complete opposite and wonder why you're losing subscribers. The unnecessary canceling shows, unfunding animation, and stoping password share between families in households and making the service more exspensive at the point people should just go back to cable..its ridiculous."
"It's good. You can have more then one profile. You can download movies and shows to watch when offline, and you can watch a large variety of shows. It sucks how they remove shows and movies so quickly sometimes, and how Netflix has become so greedy cause billions aren't enough, so now we have to pay to share accounts. Wow thanks mate. Greedy people."
new update only 1/2 show
I hate it when it tells you that you have to go to a a website and finish this extra and I can't watch my shows is anointing
Good
H888887
Terrible selection of shows and movies. Now I can't even watch anywhere but my own living room? There are many better streaming options out there at this point.
Netflix is great. But they really need to get all the seasons for the shows they have. I hate when they do that. They focus more on their Netflix originals then the shows they've had since the dawn of time. There is way too many shows that are missing several seasons.
Please give us some new movies we can't get lot's of movies if we can't get what we want to watch than we think that no use for recharging
Bad
"Thanks for removing the Cast option (ironic). The new UI is terrible, it's hard to navigate, things don't make sense. Don't waste your money in UCR it's not working. - I want to play a video, I tap on it and plays on a small window and muted (?) - I hit the play and then it really starts. - You don't follow the standards for casting. Whole app & in video. YouTube and many others do. I'm sorry to say it, I'm a long term customer and the service is not what it used to be."
you don't even deserve a star I can't create an account I hate you
Ez duz it
Like it👍
After I installed the app on my phone it stopped working on my rouku
"I didn't think Netflix could get any worse, but this so-called ""password sharing"" crackdown is a new start of desperate lows for corporations. I have told them to remove the extra screens I wanted and was part-paying for, but ultimately, my family has subsequently cancelled their subscription due to your poor consumer policies as of late. You've dug your own grave, sadly."
Very nice
"""DEVICE FAILURE OCCURED PLEASE TRY AGAIN."" It's been doing this for 3 days on my phone at least it works on tv. Can't believe I'm paying for this -_-"
Good
Worst app ever. Keeps giving device failure error on my galaxy s23.
"Corporate greed. Bave been a netflix user for 10 years, back when they had starz and actual good stuff to watch at just $7 a month. I cancelled and deleted the app because i was paying $15 for the same plan and there's nothing good on netflix to watch anymore. And now they are going after password sharing, as if i used the app enough to even warrant 1 subscription, they want me to pay for 2. I remeber netflix tweeting this one valentine's day, ""love is sharing your password"". Lol not anymore."
"Great, I like watching different varieties of movies and shows 👌"
Just not the same. The while cracking down on people who share their accounts is actually the dumbest thing you could have done.
"Used to be the best, now it's just another woke political platform. You can't escape politics anymore especially when a network gets as giant as Netflix. Can't watch anymore vegan, trans, non binary government subsidized, race focused, women empowerment, teen aged sex related shows. Can we just watch something light hearted and not so politically influenced? I had to cancel and save the $10 a month. I'd rather become an extrovert and start talking to people again."
"I love the ways this app has a smart download so if you watch one it downloads another one. It is not slow and has some of the best movies. It has horror, comedy, romantic,and so much more.there is a kids profile so that you can watch kids movies or if you are like for a family movie."
I have never thought that this app is the father of entertainment you get everything here like everything....I am greatly impressed....love it❤️😊👍
I'm not gonna pay to set through ads at reasonable price for streaming service. I'm definitely not gonna pay double to do without ads greedy piglets
"Greedy ceo dad lives in guam, and I can't afford Netflix, so I used his till now 30$ for Netflix with no good shows, not worth it"
"Have to pay for features I don't want for HD content. They cancel any show that remotely doesn't stay top 5 in the country, ruined series like the witcher by butchering source material, and I pay for 10 screens just to watch 4k even though nobody needs that. Awful to see a company become so much like what they destroyed to get their success."
This app sucks and what they did was awful. I wish it was zero star to give.
Good
I already Paid for my subscription and now they wa t me to pay again. It was take. Off my husband's cash app card. Now they want me to upgrade to 22.99 a month but I haven't even gotten. To watch my first movie that I've already purchased! I'm really passed off about it! It would really help me put if I felt like I was being double charged. Netflix has been AMAZING for me in the past but not when your trying to charge me twice!!! Please fix this issue. Thank you Netflix PLZ FIX THIA ISSUE PLZ!
"Zero stars. Netflix has become just as greedy as Big Cable, or more! One account should be per FAMILY not household. Almost every person in my family lives alone. Now Netflix wants $8 from EACH of us, when it used to be $8 for ALL of us!"
Great
Nice app
Good
Inside job season 2 when
"Me and my boyfriend wanted to ""netflex and chill"" but it takes forever to load. We did the dead anyway so its okay."
"They started charging if we live in separate households. Netflix sucks now, and there are better streaming services out there."
Had to unsalted my Netflix as it won't let use it
I gave Netflix a 1 because sometimes when I press on a TV show/movie it takes me to another tv show that I was watching previously. And it's gotten to point where it's very annoying.
I want to be able to prevent the share my personal information right off the bat
Netflix slow update fc
A rip off
Lovely apps
Not friendly user
GooD Time pass.
Very Bad
"Even though there is already a limit to how many people can watch at once, now I can't watch from different locations."
Have been a netflix subscriber since they sent out dvd's and didn't have a streaming service. Have tolerated their almost annual increase in rates for decreasing quality content but when they want me to pay more to use since I travel for work it's time to call it quits and just use the other streaming services.
"Bad, bad, bad, good bye Netflix!"
"Netflix used to be a great app with good options & a fast load rate. Now they seem to be more concerned with making sure you aren't sharing your password than making sure you can even get into the app & watch shows. Every time I try to log in, I get an error message & then when I finally do get in, the shows only play for about 5-10 minutes before they freeze (if I can get them to load in the first place) & I have to exit the app & start over. Why am I paying for this again? Do better, Netflix."
The operation system is veery bad
"If there was a choice to rate zero, I would. Sadly Netflix is an overrated app. There's no good stuff on it. The interesting stuff are nowhere to be found. Tufia!!!!"
D nag function sa tv ko at tv box boss Hindi gumana cp ko at tv box ko po
.😀😶😘🤡🤣😋😊🤔😲🤑🤧🤭💩🤴🧚‍♂️👯‍♀️👆👨‍👩‍👧‍👧🤜🤛💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💤💤💤🦄
excellent
Pathetic they can't have fifty shades of grey darker and freedy
Good bye ...no share..no deal
Absolutely trash company. Can't wait till there in the landfill with other bankrupt companies
Cleopatra was not black
It keeps buffering since the latest update... I can no longer watch anything in peace
Op
"I really love this app, just I wish it had a machanic where it would have the shows and movies you wanted to watch on there for a longer amout of time, not just like a month or two. Other than that, It is a really good app to watch shows and movies."
Spreading lies
We enjoyed the movie would like Netflix.
There's no ads Btw the best
One of the best apps out there for streaming stuff on. Would recommend to anyone. Suitable for all ages.
good shows and easy to use
This is a bad app how can I change my plan ????
Recent policy changes
It helps me when i am beptsert
Very easy to use. Just setting it up.
Why is kannada not added to the list of categories?
"If you don't want us to share accounts than make it worth our money. Everything on there is remakes or reruns. Joke of an ""service"" app."
Well bye bye to my netflix account lol hope you enjoy loosing viewers based off your new methods
Bye bye Netflix. Putting a stop to password sharing was the final straw.
This app is very brilliant 👍👍👍👍
I can't download it It's been pending since yesterday
It's the best
Kindly bring Hindi dubbed k drama like descendants of the sun and true beauty etc
Litro one of the best apps ever
"Literally nobody likes bigmouth, we dont need like 20 seasons for that show. Stop deleting good shows and movies for bigmouth foo netflix is clownin fr"
"Instead of just switching all policies to the 20 dollar one, we are forced to spend money on 10 streaming platforms. This is cable wity extra steps. And more expensive. They made billions and haven't put out anything great in years"
Best movies
Very good
Good
"Netflix but it doesn't have some Netflix shows like Punisher and Daredevil, I mean WOW."
"The household sharing policies are a load of rubbish, will be unsubscribing from my subscription. Greedy corporations will continue to be greedy in the endless search for profits at the detriment of the end user experience"
best
very bad
Excellent
Excellentcsbjm
I love movies
Good
Hardly connection
very expensive
Lovely
Price to high
Best streaming service ever !!!
Very bad login experience i ever had
Meh. It's only as good as its content. Which is meh.
Bit expensive
🤣🤣🤣🤣🤷‍♀️☠️
Amazing for road trips and no ads
I pay to use Netflix where I want and on what I want and now Netflix thinks they can tell you how and where you can use this none premium site! Such a joke and will cancel this subscription. Netflix is now a garbage website for streaming TV and movies... Nobody and no company is going to tell me how to use the things I pay for with my. Such a joke!!!
The best
Best application for movies
Amazing
"Not released episode in time, lots of time taken to release......wait for only 25 minutes episode for another week...shame on you"
Excellento
Good and designed to help
Best thing ever
"There's no good shows/series or good movies, they should come up with better shows/series and movies, otherwise, Netflix is going down."
Why did they remove good anime nd movies here.
"Enshittification struck hard, this service is imploding."
Love the movies they offer so easy to use
What the hell is wrong with the app??!! I'm not able to watch anything!! The moment I start any video it automatically stops!? It's so frustrating! I even updated the app but to no use. FIX IT.
"I think they want me to cancel my account , lately they have been worse than hulu or prime trying to tell me I can't watch Netflix at both of my homes or when out and about on my mobile devices there is a screen that keeps popping up saying so making me think of canceling I have had this account more than 10 years but I think they are getting tired of me being a customer as much as verizon has."
"Thanks Netflix, for making it hard to enjoy your shows anywhere!"
"OMG! This app is so so so, you know no words to describe it because it has all movies and shows. I give this app 5 🌟."
Awesome
Delete the movie of Cleopatra
Nice
Video struck and playing sound slowly..Fix it
Not good
Garbage woke company
Amazing
Had netflix for years even through the prices increases but cancelled due to new password rules
Edgy yttrium r
"I've had Netflix since It first came out I paid for four screens now Netflix is telling me that anyone outside of my household can't watch and if they do I have to pay more I am already paying you more so I'm cancelling, Netflix is digging themselves into a hole like every other streaming company Good thing I have a mountain of DVDs to watch Good luck going broke Netflix"
"Disappointing, This app is the most expensive of all streaming apps without the variety of movies that other streaming apps have. And now the new foolishness. Having to pay additional for my child to use my password is ridiculous."
"There is some issue with my account I am unable to watch anything from last 5 days, earlier it was working fine. I have logged my friend's account and that is working fine. Already tried some basic tourbleshoot."
Saddd
मेरा बहुत अच्छा अनुभव रहा। धन्यवाद।🙏🇮🇳
Amazing app
6 co
Chill
Fantastic app
Absolutely terrible cuts half my screen off the image has shifted to the left but the buttons are still on the same place getting lots of pop ups saying it's not responding and now I have to pay extra for certain family members to use it too think I'll stick with prime video
i like your content
Worst app
Cool app
nice
needs updated movies
Great
Really bad in every thing Do not ever think about subscribing or even downloading
I mean the only thing I have to say which is abit annoying is how some films get taken off there but apart from that omg it's shamazing!!
Nice 🙂 But It's very Expensive Common Man Can't Afford It in Pakistan.
"Can't even log in anymore without jumping through hoops because GOD FORBID families share with each other. I'll not be giving the greedy vultures my money again until this issue is fixed. There are plenty of streaming services out there that don't do this. KICK ROCKS, NETFLIX."
Scumbagging your BEST customers because your multimillion dollar company is getting GREEDY. Looks like Disney+ Hulu and roku will be getting my BUISNESS and hope you SUFFER for your corporate greed! OH AND I'm back to mention The better of them Amazon prime video.. Netflix is now Useless to Americans
Due to the new regulation about the family account.
I decided to pay for this monthly but i cant find many of the movies that i am supposed to in this app bcs of Region something if u want my money Than make it available for all countrys so i dont pay for nothing 😡
Bogus. No timely updates.
Very good
Why must I pay no man😭
Netflix not working from last 3 days. It gets stuck on first page everytime which is really frustrating. Pl check if there is any issue regarding the recent update.
Useless app
سئ جدا
Extremly worth it if you watching the reveiws then its perfect
Won't let you share the password
Super
Very nice
so bad
The anime on Netflix is not quite good
Nice
You better love it if you're installing it because once you install it you can't remove it. Such bullsh@t..
Long time customer. Like Netflix alont. But you raise the rates again. I'm canceling my account. There are too many free apps like tubi.. and it has live TV. Hope you get the hint. Update now your trying to limit my premium account. .
"Would have given a 5 star rating but most of my favourite animés are either not complete or not even there E.g demon slayer seasons 2 and 3 aren't there And Boruto isn't even there I feel like i wasted my money But asides that, everything is fine😊"
Can't make an account
It's ok
"They start this standard with ads plan and you can't watch their full content because of 'licensing issues', why did you have to start such plans when one can't have access to all content? Isn't it discrimination & greedy tactic. Netflix is going downhill & such bunch of retards at the helm making decisions like this, Nobody want to be in this platform anymore. I would rather choose Peacock, paramount plus or tubi where there content is great & full access for lower price than Netflix."
Canceled! I TRAVEL FOR WORK. Telling me I can't watch 20 dollar Netflix UHD when at home only. Never again. Enjoy having no one to watch ur boring shows. BYE
لماذا لا توجد تجربه مجانيه؟
I 🤒💪🤒💪💪💪🥰🤒💪💪😴 🤒
"Was 5 star, crackdown now 1 star. Netflix chose a very bad time to do this lol"
The worst experience it has bad movies and not for kids under 18
Thank you Netflix Rana Naidu.. 🙂🙂🙂🙂 la la la Uuu la la la... i love is The OTT. Plet form... Rana Naidu... 🙂😊😊😊😊😊😊
"I need all movie,web series in Hindi language but worsted experience 4me , I am very dispointed on Netflix and download option only wifi"
It's such a good experience with Netflix..lv it
"Waste of money, paying so much monthly and they can't even fix the android tv app. I've been having this issue for over a year. Every time I want to watch something on Netflix I have to turn my TV off on the wall. Wait for 30 seconds and then reboot my TV and try Netflix again. I don't have this issue with Plex, Paramount, Disney, prime video or Apple TV."
I need more anime in it
No complants
Downloaded movies disappear when you exit the app and you have to redownload EVERY TIME. No watching anything offline
"Love a streaming service that cancels 90% of their own content & then jacks up the price. Also, I can't uninstall it which is very annoying"
Experience the best😁😁
While paying for monthly subscription i paid through UPI and not through app. I didn't get money back. I had called up on service help number. They just told can't do anything and wait money will get refunded in 8-10 days. But no refund even after 18 days
U take a lot of money 4 nothing and 80% of Ur movies is disgusting
"New Amsterdam is one big bowl of Liberal biased propaganda. It's so disgustingly left wing lunacy. Awww, you poor, oppressed black surgeons. Glad I don't pay for this garbage."
No longer for family
Worst app
Good app
kys
How can one upgrade from free mode to pay for sum it's quite a boring process And must you force the LGBTVQ on everything you show on this app 🚮🚮🚮
It's da best
I love Netflix so much
It was not uninstalling in my device
It is best but it does not show naruto movie in Indian library because of that many people that watch Naruto cannot watch Naruto's movie
+91 89215 746.36+91 89215 74636
It has a range off TV shows and series for all ages
😡🤬🤬😡😡
It keeps crashing whenever I open it
Bad
Hsh
Amazing
Awesome
It is not fair that this program does not work for the people of Iran
"Most of movies are missing , I don't saw any benefit of taking Netflix membership , it' just a waist of money and time ..."
Whenever i pause a on any movie I watch it's showsz glitches on the side
Your geo-blocking sucks... feeling totally wasted after paying for the subscription but unable to watch movies because NETFLIX has geoblocked them.. you totally deserve a one star rating 💯
Good entertainment app
